id,name,supertype,set_name,number,hp,subtypes,types,rarity,image_url,p_hash
swsh9-39,Floatzel,Pokémon,Brilliant Stars,39,110,Stage 1,Water,Uncommon,https://images.pokemontcg.io/swsh9/39_hires.png,eadae484b4273785
swsh9-40,Lumineon V,Pokémon,Brilliant Stars,40,170,"Basic,V",Water,Rare Holo V,https://images.pokemontcg.io/swsh9/40_hires.png,c5ed299242793f23
swsh9-41,Manaphy,Pokémon,Brilliant Stars,41,70,Basic,Water,Rare,https://images.pokemontcg.io/swsh9/41_hires.png,aee0b49b9963642d
swsh9-42,Cubchoo,Pokémon,Brilliant Stars,42,60,Basic,Water,Common,https://images.pokemontcg.io/swsh9/42_hires.png,e6c13e3a38a0e46f
swsh9-43,Beartic,Pokémon,Brilliant Stars,43,140,Stage 1,Water,Uncommon,https://images.pokemontcg.io/swsh9/43_hires.png,be5a6ce0e0879791
swsh9-44,Eiscue,Pokémon,Brilliant Stars,44,110,"Basic,Fusion Strike",Water,Rare,https://images.pokemontcg.io/swsh9/44_hires.png,ebf1368e9cc32161
swsh9-45,Raichu V,Pokémon,Brilliant Stars,45,200,"Basic,V",Lightning,Rare Holo V,https://images.pokemontcg.io/swsh9/45_hires.png,d10f462172916f9f
swsh9-46,Electabuzz,Pokémon,Brilliant Stars,46,80,Basic,Lightning,Common,https://images.pokemontcg.io/swsh9/46_hires.png,fa7a85958c4e6ae0
swsh9-47,Electivire,Pokémon,Brilliant Stars,47,140,Stage 1,Lightning,Rare,https://images.pokemontcg.io/swsh9/47_hires.png,eb6b9c94d2c2e095
swsh9-49,Shinx,Pokémon,Brilliant Stars,49,40,Basic,Lightning,Common,https://images.pokemontcg.io/swsh9/49_hires.png,ba1ac7c5e5307a4a
swsh9-50,Luxio,Pokémon,Brilliant Stars,50,90,Stage 1,Lightning,Uncommon,https://images.pokemontcg.io/swsh9/50_hires.png,af2fc0d0d0de3694
swsh9-52,Pachirisu,Pokémon,Brilliant Stars,52,70,Basic,Lightning,Uncommon,https://images.pokemontcg.io/swsh9/52_hires.png,bb7b9090948cc7c7
swsh9-51,Luxray,Pokémon,Brilliant Stars,51,150,Stage 2,Lightning,Rare,https://images.pokemontcg.io/swsh9/51_hires.png,be2eccc9c1f1b0d0
swsh9-48,Raikou V,Pokémon,Brilliant Stars,48,200,"Basic,V",Lightning,Rare Holo V,https://images.pokemontcg.io/swsh9/48_hires.png,c13d59d17b920acd
swsh9-54,Clefable,Pokémon,Brilliant Stars,54,100,Stage 1,Psychic,Rare,https://images.pokemontcg.io/swsh9/54_hires.png,eeceb470b1330a8e
swsh9-53,Clefairy,Pokémon,Brilliant Stars,53,60,Basic,Psychic,Common,https://images.pokemontcg.io/swsh9/53_hires.png,bbc93870a687caca
swsh9-55,Starmie,Pokémon,Brilliant Stars,55,90,Stage 1,Psychic,Uncommon,https://images.pokemontcg.io/swsh9/55_hires.png,ebc09e1a9627696a
swsh9-56,Mewtwo,Pokémon,Brilliant Stars,56,130,Basic,Psychic,Rare,https://images.pokemontcg.io/swsh9/56_hires.png,bf1fe1c0c02da595
swsh9-61,Dusclops,Pokémon,Brilliant Stars,61,90,Stage 1,Psychic,Uncommon,https://images.pokemontcg.io/swsh9/61_hires.png,e2c22f6cf871312d
swsh9-58,Baltoy,Pokémon,Brilliant Stars,58,50,Basic,Psychic,Common,https://images.pokemontcg.io/swsh9/58_hires.png,be8d2d68d087f262
swsh9-59,Claydol,Pokémon,Brilliant Stars,59,110,Stage 1,Psychic,Uncommon,https://images.pokemontcg.io/swsh9/59_hires.png,fe7a2bc9c4c4680b
swsh9-57,Granbull V,Pokémon,Brilliant Stars,57,210,"Basic,V",Psychic,Rare Holo V,https://images.pokemontcg.io/swsh9/57_hires.png,85bf51c072306bcf
swsh9-63,Chimecho,Pokémon,Brilliant Stars,63,70,Basic,Psychic,Common,https://images.pokemontcg.io/swsh9/63_hires.png,ba98376ac3c19c9c
swsh9-60,Duskull,Pokémon,Brilliant Stars,60,60,Basic,Psychic,Common,https://images.pokemontcg.io/swsh9/60_hires.png,bb6ac4c0c4373b93
swsh9-62,Dusknoir,Pokémon,Brilliant Stars,62,160,Stage 2,Psychic,Rare Holo,https://images.pokemontcg.io/swsh9/62_hires.png,fa7a85949c38b983
swsh9-64,Whimsicott V,Pokémon,Brilliant Stars,64,190,"Basic,V",Psychic,Rare Holo V,https://images.pokemontcg.io/swsh9/64_hires.png,c193583d6a714d6e
swsh9-66,Sigilyph,Pokémon,Brilliant Stars,66,110,Basic,Psychic,Uncommon,https://images.pokemontcg.io/swsh9/66_hires.png,ae8ebd39c1e06236
swsh9-65,Whimsicott VSTAR,Pokémon,Brilliant Stars,65,250,VSTAR,Psychic,Rare Holo VSTAR,https://images.pokemontcg.io/swsh9/65_hires.png,bab0974be84c26b5
swsh9-67,Dedenne,Pokémon,Brilliant Stars,67,70,Basic,Psychic,Common,https://images.pokemontcg.io/swsh9/67_hires.png,bf1f3c60c0cbe1c4
swsh9-70,Milcery,Pokémon,Brilliant Stars,70,50,Basic,Psychic,Common,https://images.pokemontcg.io/swsh9/70_hires.png,be8ca570707a8c8f
swsh9-69,Mimikyu VMAX,Pokémon,Brilliant Stars,69,300,VMAX,Psychic,Rare Holo VMAX,https://images.pokemontcg.io/swsh9/69_hires.png,9af364c393069759
swsh9-73,Nosepass,Pokémon,Brilliant Stars,73,90,Basic,Fighting,Common,https://images.pokemontcg.io/swsh9/73_hires.png,9b9385ece46a3a2c
swsh9-68,Mimikyu V,Pokémon,Brilliant Stars,68,160,"Basic,V",Psychic,Rare Holo V,https://images.pokemontcg.io/swsh9/68_hires.png,959770784af2394e
swsh9-74,Trapinch,Pokémon,Brilliant Stars,74,60,Basic,Fighting,Common,https://images.pokemontcg.io/swsh9/74_hires.png,afb58b4ac8c07971
swsh9-72,Hitmontop,Pokémon,Brilliant Stars,72,100,Basic,Fighting,Uncommon,https://images.pokemontcg.io/swsh9/72_hires.png,eaca1a1a95a3f1b8
swsh9-71,Alcremie,Pokémon,Brilliant Stars,71,90,Stage 1,Psychic,Rare,https://images.pokemontcg.io/swsh9/71_hires.png,fad9a561e4ccc606
swsh9-76,Flygon,Pokémon,Brilliant Stars,76,150,Stage 2,Fighting,Rare,https://images.pokemontcg.io/swsh9/76_hires.png,ea78a9c89697a721
swsh9-75,Vibrava,Pokémon,Brilliant Stars,75,90,Stage 1,Fighting,Uncommon,https://images.pokemontcg.io/swsh9/75_hires.png,ef3accc8d1933125
swsh9-78,Riolu,Pokémon,Brilliant Stars,78,60,Basic,Fighting,Common,https://images.pokemontcg.io/swsh9/78_hires.png,fab2c8c885874f4d
swsh9-81,Sawk,Pokémon,Brilliant Stars,81,90,Basic,Fighting,Common,https://images.pokemontcg.io/swsh9/81_hires.png,ee64b490934b4f9c
swsh9-79,Lucario,Pokémon,Brilliant Stars,79,120,Stage 1,Fighting,Rare Holo,https://images.pokemontcg.io/swsh9/79_hires.png,ea5ac5a5a424b697
swsh9-80,Throh,Pokémon,Brilliant Stars,80,120,Basic,Fighting,Common,https://images.pokemontcg.io/swsh9/80_hires.png,ee0eccd8b1b3e0e0
swsh9-85,Muk,Pokémon,Brilliant Stars,85,130,Stage 1,Darkness,Rare,https://images.pokemontcg.io/swsh9/85_hires.png,eec5e46af1839262
swsh9-82,Golett,Pokémon,Brilliant Stars,82,100,Basic,Fighting,Common,https://images.pokemontcg.io/swsh9/82_hires.png,bf3fa6c0c048e9e1
swsh9-84,Grimer,Pokémon,Brilliant Stars,84,80,Basic,Darkness,Common,https://images.pokemontcg.io/swsh9/84_hires.png,ae84e46af1a1336b
swsh9-86,Sneasel,Pokémon,Brilliant Stars,86,70,Basic,Darkness,Common,https://images.pokemontcg.io/swsh9/86_hires.png,eac3e56d8d993034
swsh9-77,Wormadam,Pokémon,Brilliant Stars,77,110,Stage 1,Fighting,Rare,https://images.pokemontcg.io/swsh9/77_hires.png,bbb32e6cc4c1c14b
swsh9-83,Golurk,Pokémon,Brilliant Stars,83,150,Stage 1,Fighting,Rare,https://images.pokemontcg.io/swsh9/83_hires.png,ea7a87d3c4e0f091
swsh9-87,Weavile,Pokémon,Brilliant Stars,87,90,Stage 1,Darkness,Uncommon,https://images.pokemontcg.io/swsh9/87_hires.png,eee4e56b9191902e
swsh9-91,Liepard,Pokémon,Brilliant Stars,91,100,Stage 1,Darkness,Rare,https://images.pokemontcg.io/swsh9/91_hires.png,ee84ec68f0a1b333
swsh9-89,Spiritomb,Pokémon,Brilliant Stars,89,70,Basic,Darkness,Common,https://images.pokemontcg.io/swsh9/89_hires.png,ae80e06ae5a58d6f
swsh9-88,Honchkrow V,Pokémon,Brilliant Stars,88,200,"Basic,V",Darkness,Rare Holo V,https://images.pokemontcg.io/swsh9/88_hires.png,d5e768f0384c6c72
swsh9-92,Impidimp,Pokémon,Brilliant Stars,92,60,Basic,Darkness,Common,https://images.pokemontcg.io/swsh9/92_hires.png,be95a56fc0c25a4c
swsh9-94,Grimmsnarl,Pokémon,Brilliant Stars,94,160,Stage 2,Darkness,Rare,https://images.pokemontcg.io/swsh9/94_hires.png,eeccb45ad0e1a525
swsh9-90,Purrloin,Pokémon,Brilliant Stars,90,60,Basic,Darkness,Common,https://images.pokemontcg.io/swsh9/90_hires.png,eac0a52f3c879a1e
swsh9-95,Morpeko V,Pokémon,Brilliant Stars,95,190,"Basic,V",Darkness,Rare Holo V,https://images.pokemontcg.io/swsh9/95_hires.png,a0f15af32564674b
swsh9-96,Aggron V,Pokémon,Brilliant Stars,96,230,"Basic,V",Metal,Rare Holo V,https://images.pokemontcg.io/swsh9/96_hires.png,c51f58d96b657091
swsh9-93,Morgrem,Pokémon,Brilliant Stars,93,90,Stage 1,Darkness,Uncommon,https://images.pokemontcg.io/swsh9/93_hires.png,eec4a52d98923637
swsh9-97,Aggron VMAX,Pokémon,Brilliant Stars,97,330,VMAX,Metal,Rare Holo VMAX,https://images.pokemontcg.io/swsh9/97_hires.png,bccd83fa2d61a107
swsh9-98,Wormadam,Pokémon,Brilliant Stars,98,110,Stage 1,Metal,Rare,https://images.pokemontcg.io/swsh9/98_hires.png,ab3be494e00e5bc3
swsh9-99,Probopass,Pokémon,Brilliant Stars,99,140,Stage 1,Metal,Uncommon,https://images.pokemontcg.io/swsh9/99_hires.png,f333cf8cc82839c3
swsh9-103,Klang,Pokémon,Brilliant Stars,103,90,Stage 1,Metal,Uncommon,https://images.pokemontcg.io/swsh9/103_hires.png,e32ccf9ec04cf8c1
swsh9-101,Escavalier,Pokémon,Brilliant Stars,101,120,Stage 1,Metal,Rare,https://images.pokemontcg.io/swsh9/101_hires.png,ae7ee1d0818799c3
swsh9-100,Heatran,Pokémon,Brilliant Stars,100,140,Basic,Metal,Rare,https://images.pokemontcg.io/swsh9/100_hires.png,eb3e8794e0e07896
swsh9-104,Klinklang,Pokémon,Brilliant Stars,104,150,Stage 2,Metal,Rare,https://images.pokemontcg.io/swsh9/104_hires.png,ab3ee4c4c1c19997
swsh9-102,Klink,Pokémon,Brilliant Stars,102,50,Basic,Metal,Common,https://images.pokemontcg.io/swsh9/102_hires.png,bf1fc5c0e06a78e0
swsh9-105,Zamazenta V,Pokémon,Brilliant Stars,105,220,"Basic,V",Metal,Rare Holo V,https://images.pokemontcg.io/swsh9/105_hires.png,84376b9e4adb6849
swsh9-106,Flygon V,Pokémon,Brilliant Stars,106,220,"Basic,V",Dragon,Rare Holo V,https://images.pokemontcg.io/swsh9/106_hires.png,81e262d54b3d3e78
swsh9-107,Gible,Pokémon,Brilliant Stars,107,70,Basic,Dragon,Common,https://images.pokemontcg.io/swsh9/107_hires.png,eb4bacd49c3691b0
swsh9-108,Gabite,Pokémon,Brilliant Stars,108,90,Stage 1,Dragon,Uncommon,https://images.pokemontcg.io/swsh9/108_hires.png,ae1eacd0d0e2a6cd
swsh9-109,Garchomp,Pokémon,Brilliant Stars,109,160,Stage 2,Dragon,Rare Holo,https://images.pokemontcg.io/swsh9/109_hires.png,bf3eecc8c8c0c1cc
swsh9-110,Axew,Pokémon,Brilliant Stars,110,60,Basic,Dragon,Common,https://images.pokemontcg.io/swsh9/110_hires.png,f21a2ef8cc84cecc
swsh9-111,Fraxure,Pokémon,Brilliant Stars,111,100,Stage 1,Dragon,Uncommon,https://images.pokemontcg.io/swsh9/111_hires.png,f2b88c9ecc676644
swsh9-112,Haxorus,Pokémon,Brilliant Stars,112,170,Stage 2,Dragon,Rare,https://images.pokemontcg.io/swsh9/112_hires.png,ea3eacd0cc26d1c5
swsh9-115,Farfetch'd,Pokémon,Brilliant Stars,115,80,Basic,Colorless,Common,https://images.pokemontcg.io/swsh9/115_hires.png,eb3b9595486ad2d0
swsh9-114,Dracovish V,Pokémon,Brilliant Stars,114,220,"Basic,V",Dragon,Rare Holo V,https://images.pokemontcg.io/swsh9/114_hires.png,95954a4b4a397b4b
swsh9-113,Druddigon,Pokémon,Brilliant Stars,113,120,Basic,Dragon,Rare,https://images.pokemontcg.io/swsh9/113_hires.png,ea6ae5959d069391
swsh9-117,Starly,Pokémon,Brilliant Stars,117,60,Basic,Colorless,Common,https://images.pokemontcg.io/swsh9/117_hires.png,b33b94c4c66a78f0
swsh9-116,Castform,Pokémon,Brilliant Stars,116,70,Basic,Colorless,Common,https://images.pokemontcg.io/swsh9/116_hires.png,ea6a9c95c9c1e385
swsh9-118,Staravia,Pokémon,Brilliant Stars,118,90,Stage 1,Colorless,Uncommon,https://images.pokemontcg.io/swsh9/118_hires.png,ae2ed9d1d0842de9
swsh9-119,Staraptor,Pokémon,Brilliant Stars,119,150,Stage 2,Colorless,Rare,https://images.pokemontcg.io/swsh9/119_hires.png,b2680c8dc9d333b7
swsh9-120,Bidoof,Pokémon,Brilliant Stars,120,70,Basic,Colorless,Common,https://images.pokemontcg.io/swsh9/120_hires.png,fb3e9c91c2e2c2c4
swsh9-122,Arceus V,Pokémon,Brilliant Stars,122,220,"Basic,V",Colorless,Rare Holo V,https://images.pokemontcg.io/swsh9/122_hires.png,d1316b974ac961d3
swsh9-121,Bibarel,Pokémon,Brilliant Stars,121,120,Stage 1,Colorless,Rare Holo,https://images.pokemontcg.io/swsh9/121_hires.png,bf6ec884c4f2b381
swsh9-125,Cinccino,Pokémon,Brilliant Stars,125,90,Stage 1,Colorless,Uncommon,https://images.pokemontcg.io/swsh9/125_hires.png,c64a5a9bd8b5b4a4
swsh9-124,Minccino,Pokémon,Brilliant Stars,124,60,Basic,Colorless,Common,https://images.pokemontcg.io/swsh9/124_hires.png,af6ec090181f9fc5
swsh9-123,Arceus VSTAR,Pokémon,Brilliant Stars,123,280,VSTAR,Colorless,Rare Holo VSTAR,https://images.pokemontcg.io/swsh9/123_hires.png,cba4d25aa048f3b7
swsh9-129,Acerola's Premonition,Trainer,Brilliant Stars,129,,Supporter,,Uncommon,https://images.pokemontcg.io/swsh9/129_hires.png,af2fc1d0925ec8c5
swsh9-128,Drampa V,Pokémon,Brilliant Stars,128,210,"Basic,V",Colorless,Rare Holo V,https://images.pokemontcg.io/swsh9/128_hires.png,c189633a4b65369f
swsh9-126,Tornadus,Pokémon,Brilliant Stars,126,120,Basic,Colorless,Rare,https://images.pokemontcg.io/swsh9/126_hires.png,ae6ac19194b63f49
swsh9-130,Barry,Trainer,Brilliant Stars,130,,Supporter,,Uncommon,https://images.pokemontcg.io/swsh9/130_hires.png,9f3f89c0616acbd0
swsh9-127,Hawlucha,Pokémon,Brilliant Stars,127,70,Basic,Colorless,Common,https://images.pokemontcg.io/swsh9/127_hires.png,bc3c9293c30f64e5
swsh9-131,Blunder Policy,Trainer,Brilliant Stars,131,,"Item,Pokémon Tool",,Uncommon,https://images.pokemontcg.io/swsh9/131_hires.png,bb3ac5c547d0d095
swsh9-132,Boss's Orders,Trainer,Brilliant Stars,132,,Supporter,,Rare Holo,https://images.pokemontcg.io/swsh9/132_hires.png,cf6f91909436b5c1
swsh9-134,Cheren's Care,Trainer,Brilliant Stars,134,,Supporter,,Uncommon,https://images.pokemontcg.io/swsh9/134_hires.png,eb6b9595d5581891
swsh9-135,Choice Belt,Trainer,Brilliant Stars,135,,"Item,Pokémon Tool",,Uncommon,https://images.pokemontcg.io/swsh9/135_hires.png,ee6ec191913c4ecc
swsh9-133,Café Master,Trainer,Brilliant Stars,133,,Supporter,,Uncommon,https://images.pokemontcg.io/swsh9/133_hires.png,fa7e85851b5ae0d0
swsh9-137,Collapsed Stadium,Trainer,Brilliant Stars,137,,Stadium,,Uncommon,https://images.pokemontcg.io/swsh9/137_hires.png,ca4eb59491c8edc5
swsh9-139,Fresh Water Set,Trainer,Brilliant Stars,139,,Item,,Uncommon,https://images.pokemontcg.io/swsh9/139_hires.png,e96b1b96963039cc
swsh9-136,Cleansing Gloves,Trainer,Brilliant Stars,136,,"Item,Pokémon Tool",,Uncommon,https://images.pokemontcg.io/swsh9/136_hires.png,db5be1a42434f1b1
swsh9-138,Cynthia's Ambition,Trainer,Brilliant Stars,138,,Supporter,,Uncommon,https://images.pokemontcg.io/swsh9/138_hires.png,fa7a0e8da5a19998
swsh9-140,Friends in Galar,Trainer,Brilliant Stars,140,,Supporter,,Uncommon,https://images.pokemontcg.io/swsh9/140_hires.png,eb7a9694c1291793
swsh9-141,Gloria,Trainer,Brilliant Stars,141,,Supporter,,Uncommon,https://images.pokemontcg.io/swsh9/141_hires.png,be3e85c5c07879d0
swsh9-142,Hunting Gloves,Trainer,Brilliant Stars,142,,"Item,Pokémon Tool",,Uncommon,https://images.pokemontcg.io/swsh9/142_hires.png,bb3bcad094b4a1c9
swsh9-144,Magma Basin,Trainer,Brilliant Stars,144,,Stadium,,Uncommon,https://images.pokemontcg.io/swsh9/144_hires.png,bf3ac1c5e1a492d2
swsh9-145,Marnie's Pride,Trainer,Brilliant Stars,145,,Supporter,,Uncommon,https://images.pokemontcg.io/swsh9/145_hires.png,be3ec1c1cb1b9294
swsh9-146,Pot Helmet,Trainer,Brilliant Stars,146,,"Item,Pokémon Tool",,Uncommon,https://images.pokemontcg.io/swsh9/146_hires.png,a53ccacfcb783890
swsh9-147,Professor's Research,Trainer,Brilliant Stars,147,,Supporter,,Rare Holo,https://images.pokemontcg.io/swsh9/147_hires.png,ee6bcb983c3487c0
swsh9-150,Ultra Ball,Trainer,Brilliant Stars,150,,Item,,Uncommon,https://images.pokemontcg.io/swsh9/150_hires.png,964ec9999d34e1f0
swsh9-148,Roseanne's Backup,Trainer,Brilliant Stars,148,,Supporter,,Uncommon,https://images.pokemontcg.io/swsh9/148_hires.png,ea6a0795d19895b5
swsh9-149,Team Yell's Cheer,Trainer,Brilliant Stars,149,,Supporter,,Uncommon,https://images.pokemontcg.io/swsh9/149_hires.png,ea6a8595131b9d95
swsh9-143,Kindler,Trainer,Brilliant Stars,143,,Supporter,,Uncommon,https://images.pokemontcg.io/swsh9/143_hires.png,af2fd0d0d1cdc1d0
swsh9-151,Double Turbo Energy,Energy,Brilliant Stars,151,,Special,,Uncommon,https://images.pokemontcg.io/swsh9/151_hires.png,8b02b6fde9a49616
swsh9-152,Shaymin V,Pokémon,Brilliant Stars,152,190,"Basic,V",Grass,Rare Ultra,https://images.pokemontcg.io/swsh9/152_hires.png,c5a87a85682dda1f
swsh9-153,Charizard V,Pokémon,Brilliant Stars,153,220,"Basic,V",Fire,Rare Ultra,https://images.pokemontcg.io/swsh9/153_hires.png,d38b4589530f5a75
swsh9-154,Charizard V,Pokémon,Brilliant Stars,154,220,"Basic,V",Fire,Rare Ultra,https://images.pokemontcg.io/swsh9/154_hires.png,98b25a805b4bbd3d
swsh9-155,Lumineon V,Pokémon,Brilliant Stars,155,170,"Basic,V",Water,Rare Ultra,https://images.pokemontcg.io/swsh9/155_hires.png,d09a1d8d4da74a6b
swsh9-158,Raichu V,Pokémon,Brilliant Stars,158,200,"Basic,V",Lightning,Rare Ultra,https://images.pokemontcg.io/swsh9/158_hires.png,d0026eb84b3d793d
swsh9-157,Pikachu V,Pokémon,Brilliant Stars,157,190,"Basic,V",Lightning,Rare Ultra,https://images.pokemontcg.io/swsh9/157_hires.png,c1884b8b56374e7d
swsh9-160,Whimsicott V,Pokémon,Brilliant Stars,160,190,"Basic,V",Psychic,Rare Ultra,https://images.pokemontcg.io/swsh9/160_hires.png,84805b1b5f2deab5
swsh9-156,Lumineon V,Pokémon,Brilliant Stars,156,170,"Basic,V",Water,Rare Ultra,https://images.pokemontcg.io/swsh9/156_hires.png,d68649c899393b3b
swsh9-161,Honchkrow V,Pokémon,Brilliant Stars,161,200,"Basic,V",Darkness,Rare Ultra,https://images.pokemontcg.io/swsh9/161_hires.png,85a152924e1d7e6f
swsh9-162,Honchkrow V,Pokémon,Brilliant Stars,162,200,"Basic,V",Darkness,Rare Ultra,https://images.pokemontcg.io/swsh9/162_hires.png,b9b1466257199e1d
swsh9-159,Granbull V,Pokémon,Brilliant Stars,159,210,"Basic,V",Psychic,Rare Ultra,https://images.pokemontcg.io/swsh9/159_hires.png,e58859a143275adf
swsh9-163,Zamazenta V,Pokémon,Brilliant Stars,163,220,"Basic,V",Metal,Rare Ultra,https://images.pokemontcg.io/swsh9/163_hires.png,e1a0420b5d979eb7
swsh9-164,Flygon V,Pokémon,Brilliant Stars,164,220,"Basic,V",Dragon,Rare Ultra,https://images.pokemontcg.io/swsh9/164_hires.png,c188528b4f2f6b3d
swsh9-165,Arceus V,Pokémon,Brilliant Stars,165,220,"Basic,V",Colorless,Rare Ultra,https://images.pokemontcg.io/swsh9/165_hires.png,d1095eb44d8d7a33
swsh9-166,Arceus V,Pokémon,Brilliant Stars,166,220,"Basic,V",Colorless,Rare Ultra,https://images.pokemontcg.io/swsh9/166_hires.png,d1854d2e6e21f23b
swsh9-169,Cynthia's Ambition,Trainer,Brilliant Stars,169,,Supporter,,Rare Ultra,https://images.pokemontcg.io/swsh9/169_hires.png,aef19b489e4bc10d
swsh9-167,Barry,Trainer,Brilliant Stars,167,,Supporter,,Rare Ultra,https://images.pokemontcg.io/swsh9/167_hires.png,93cfc130cc7b99e0
swsh9-168,Cheren's Care,Trainer,Brilliant Stars,168,,Supporter,,Rare Ultra,https://images.pokemontcg.io/swsh9/168_hires.png,da4ba5b4896b249e
swsh9-172,Roseanne's Backup,Trainer,Brilliant Stars,172,,Supporter,,Rare Ultra,https://images.pokemontcg.io/swsh9/172_hires.png,98f00fcac65b391d
swsh9-170,Kindler,Trainer,Brilliant Stars,170,,Supporter,,Rare Ultra,https://images.pokemontcg.io/swsh9/170_hires.png,aed699e8c5179c48
swsh9-171,Marnie's Pride,Trainer,Brilliant Stars,171,,Supporter,,Rare Ultra,https://images.pokemontcg.io/swsh9/171_hires.png,fe9ea1c2c325cc2c
swsh9-174,Charizard VSTAR,Pokémon,Brilliant Stars,174,280,VSTAR,Fire,Rare Rainbow,https://images.pokemontcg.io/swsh9/174_hires.png,ca409ddf70d0878f
swsh9-175,Whimsicott VSTAR,Pokémon,Brilliant Stars,175,250,VSTAR,Psychic,Rare Rainbow,https://images.pokemontcg.io/swsh9/175_hires.png,bab091534bce8eb4
swsh9-176,Arceus VSTAR,Pokémon,Brilliant Stars,176,280,VSTAR,Colorless,Rare Rainbow,https://images.pokemontcg.io/swsh9/176_hires.png,feb4974360c985b4
swsh9-177,Cheren's Care,Trainer,Brilliant Stars,177,,Supporter,,Rare Rainbow,https://images.pokemontcg.io/swsh9/177_hires.png,dac93516893b529e
swsh9-179,Kindler,Trainer,Brilliant Stars,179,,Supporter,,Rare Rainbow,https://images.pokemontcg.io/swsh9/179_hires.png,e8c31d6e87109cf9
swsh9-178,Cynthia's Ambition,Trainer,Brilliant Stars,178,,Supporter,,Rare Rainbow,https://images.pokemontcg.io/swsh9/178_hires.png,e8c19d6a860fce78
swsh9-180,Roseanne's Backup,Trainer,Brilliant Stars,180,,Supporter,,Rare Rainbow,https://images.pokemontcg.io/swsh9/180_hires.png,d8f11f0ac74e1c9c
swsh9-181,Galarian Articuno V,Pokémon,Brilliant Stars,181,210,"Basic,V",Psychic,Rare Secret,https://images.pokemontcg.io/swsh9/181_hires.png,c4a45288e7b43ef5
swsh9-183,Galarian Moltres V,Pokémon,Brilliant Stars,183,220,"Basic,V",Darkness,Rare Secret,https://images.pokemontcg.io/swsh9/183_hires.png,923e44a2350dfdb5
swsh9-184,Arceus VSTAR,Pokémon,Brilliant Stars,184,280,VSTAR,Colorless,Rare Secret,https://images.pokemontcg.io/swsh9/184_hires.png,8f753cda7c44a4a1
swsh9-182,Galarian Zapdos V,Pokémon,Brilliant Stars,182,200,"Basic,V",Fighting,Rare Secret,https://images.pokemontcg.io/swsh9/182_hires.png,85ac47b1768b98b5
swsh9-173,Shaymin VSTAR,Pokémon,Brilliant Stars,173,250,VSTAR,Grass,Rare Rainbow,https://images.pokemontcg.io/swsh9/173_hires.png,fab8961662c74d49
swsh9-185,Magma Basin,Trainer,Brilliant Stars,185,,Stadium,,Rare Secret,https://images.pokemontcg.io/swsh9/185_hires.png,cb4fd4e0b370859a
swsh9-186,Ultra Ball,Trainer,Brilliant Stars,186,,Item,,Rare Secret,https://images.pokemontcg.io/swsh9/186_hires.png,997fcf843c49c186
swsh9tg-TG03,Octillery,Pokémon,Brilliant Stars Trainer Gallery,TG03,110,"Stage 1,Rapid Strike",Water,Trainer Gallery Rare Holo,https://images.pokemontcg.io/swsh9tg/TG03_hires.png,ee6c99d2b0c1270f
swsh9tg-TG04,Jolteon,Pokémon,Brilliant Stars Trainer Gallery,TG04,100,Stage 1,Lightning,Trainer Gallery Rare Holo,https://images.pokemontcg.io/swsh9tg/TG04_hires.png,9f9e6033f0e0e8a9
swsh9tg-TG02,Vaporeon,Pokémon,Brilliant Stars Trainer Gallery,TG02,110,Stage 1,Water,Trainer Gallery Rare Holo,https://images.pokemontcg.io/swsh9tg/TG02_hires.png,fa8ee664a458949d
swsh9tg-TG05,Zekrom,Pokémon,Brilliant Stars Trainer Gallery,TG05,130,Basic,Lightning,Trainer Gallery Rare Holo,https://images.pokemontcg.io/swsh9tg/TG05_hires.png,ea3a9dc6f0f08c8c
swsh9tg-TG01,Flareon,Pokémon,Brilliant Stars Trainer Gallery,TG01,110,Stage 1,Fire,Trainer Gallery Rare Holo,https://images.pokemontcg.io/swsh9tg/TG01_hires.png,eb16c64af4e9a914
swsh9tg-TG06,Dusknoir,Pokémon,Brilliant Stars Trainer Gallery,TG06,150,Stage 2,Psychic,Trainer Gallery Rare Holo,https://images.pokemontcg.io/swsh9tg/TG06_hires.png,cbc8ac34b16bac17
swsh9tg-TG07,Dedenne,Pokémon,Brilliant Stars Trainer Gallery,TG07,70,Basic,Psychic,Trainer Gallery Rare Holo,https://images.pokemontcg.io/swsh9tg/TG07_hires.png,efd0a438998bb266
swsh9tg-TG09,Ariados,Pokémon,Brilliant Stars Trainer Gallery,TG09,110,Stage 1,Darkness,Trainer Gallery Rare Holo,https://images.pokemontcg.io/swsh9tg/TG09_hires.png,fe6cc0909560e5b7
swsh9tg-TG08,Alcremie,Pokémon,Brilliant Stars Trainer Gallery,TG08,90,Stage 1,Psychic,Trainer Gallery Rare Holo,https://images.pokemontcg.io/swsh9tg/TG08_hires.png,ba976c68c8c9e187
swsh9tg-TG10,Houndoom,Pokémon,Brilliant Stars Trainer Gallery,TG10,130,"Stage 1,Single Strike",Darkness,Trainer Gallery Rare Holo,https://images.pokemontcg.io/swsh9tg/TG10_hires.png,af7b90c9c7269126
swsh9tg-TG12,Oranguru,Pokémon,Brilliant Stars Trainer Gallery,TG12,120,Basic,Colorless,Trainer Gallery Rare Holo,https://images.pokemontcg.io/swsh9tg/TG12_hires.png,be9cc9c38766b083
